Pod,Season,Ep,Episode_ID,Film,Release_Date,Length,Length_minutes,Reviewer,Guest,MMM_Count,Thats_Great_Count,Notable_Moments,H_Flex,J_Flex,Kevs_Question,TildaH,TildaJason,TildaGuest,TildaCorey,Chuckle_Hut_Favorites,Show_Link,Artwork_Link,Letterboxd_Link,IMDB_Link
EH,9,305,305,The Prestige (2006),46145,0.07729166666666666,111,birria,M.G. Siegler,39,14,"M.G. Siegler, expert on all things Apple, talks about the exit of Tim Cook. ""They are still the IPhone company""
- Jason - Apple is still the outlier in the AI race. That will either prove a great strategy or will leave them cooked. 
- Haitch teases the SUMMER OF JASON starting next week with The Last Starfighter
- David Bowie as Nicola Tesla is revelatory - such a Nolan flex, such a Bowie flex. The whole Colorado Springs passage elevates the film. 
- Jason - Thomas Edison electrocuted an Elephant to prove Tesla was dangerous. These AI bros could take a lesson from that. 
- Haitch - the first scene is instructive on the whole film. Cutter's opening monologue establishes the form of the film. A very Nolan way to do it. 
- Jason - it's a meta commentary on the nature of filmmaking. He likes to do tricks for the Audience. And What is the Cost of the drive to entertain people? (dead wives)
- Nolan - One of the greatest living directors (with Dennis V). Jason talks about them both as creative and technical heirs to Kubrick 
- Bale a little better than Jackman in this film as the 2 leads. 
- Jason Lore Drop - in answer to Animal Mother fierce professional rivalry question. Lots of stuff on Blogger, Google, Twitter
- Letters - Lizzen, Animal Mother, Mr Java (Scotty Doesn't Know by Lustra parody - Corey Doesn't Know), Truthsayer, Kev, Corey (who hated this movie)",N/A,N/A,"If you could put a Musician in the cast of Dennis V's Dune, who would it be and why?",Tesla,Tesla,Tesla,Tesla and Michael Caine,,https://www.patreon.com/posts/prestige-2006-157010175,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1777581844637-d6d0cc5d5dad8.jpg,https://letterboxd.com/film/the-prestige/,https://www.imdb.com/title/tt0482571/
EH,9,306,306,The Last Starfighter (1984),46152,0.08474537037037037,122,birria,Dave Mandel,39,11,"Summer of Jason kicks off
- Talk about the Supreme Court wrecking the Voting Rights Act, and the future of running for office on Court Reform
- Talk about the Indiana Jones Grail Diary prop sale
- Talk about the Lucas Museum opening in September
- Jason sermonizes on ""The Attention Economy"" phase of Late Stage Capitalism with prediction markets, Only Fans, Crypto, Tucker Carlson all are derivative markets within this environment
- Odyssey trailer talk - Nolan using an intentional American lens with this thing
-  Last Starfighter - The ultimate pre-pubescent male fantasy, perfection in a Wish Fulfillment desires of a 14 year old boy
- Production Design (by Ron Cobb) was top tier and Computer Effects (Digital Productions) were groundbreaking. Didn't look better than Return of the Jedi, but looked DIFFERENT
- Good discussion of cast - Robert Preston, Lance Guest, Catherine Mary Stewart
- Dave shares a Playboy story - His wife and kids found an old Playboy of his with Shannon Tweed. He posted this funny story on Twitter, and Shannon Tweed wrote him back
- Letters - Bog Pod, Animal Mother, Mr Java (Madonna Lucky Star parody), Truthsayer, Kev, Corey",N/A,N/A,"2 questions - Why shouldn't I move to Chicago? 
If you could save the world by playing a video game, what would it be and why?",The Admiral,Mrs Grig in the photo book,Beta - and play it like they were still twins,Centauri,,https://www.patreon.com/posts/last-starfighter-157725240,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1778254215480-9d843d004da18.jpg,https://letterboxd.com/film/the-last-starfighter/,https://www.imdb.com/title/tt0087597/
EH,9,307,307,Batman & Robin (1997),46156,0.08914351851851852,128,birria,Rosie Knight,33,12,"Episode starts with Euphoria talk which leads to interesting conversation about sex work
- Summer of Jason continues as Jason is advocating for the People with this film
- Phenomenal episode because Rosie and the Discord love this film, and Haitch hates fun
- Foundational movie for Rosie (saw it at 9 and loved it), Haitch was put off (27 year old), Jason was in College (19 years old and didn't understand it)
- Rubber Butts, Cod-piece, Nipples opening - Shows you exactly how Camp this movie is going to be. (in dialog with Batman '66) Schumacher, as an Out and Gay director in Hollywood, turns the gaze onto the men. 
- Haitch - Dialog is hot garbage. Every line is played for a laugh. Rosie says this one makes the best of a bad situation if you enjoy Camp, and if you don't hate fun. 
- Discussion of wild cinematography and lighting that you just don't see in other movies. Rosie labels it Bisexual Lighting (pinks and blues)
- Haitch - The Font looks like shit! The Toys destroyed the look of the film. Jason and Rosie go off on him. 
- Rosie's primary take - This is a great movie for Kids. If you look at it through a larger critical lens out of that context, you're kidding yourself.  Rosie is a great champion of this particular campy flavor of Batman.  ""You can have both! There's enough for everyone""
- Letters - Bog Pod, Lizzen, Animal Mother, Mr Java (Seal - Kiss from a Rose parody), Truthsayer, Kev, Corey",N/A,N/A,What were the comic books you read as a Kid?,Freeze,Bane,Batman,Gossip Gerty,,https://www.patreon.com/posts/batman-robin-158243574,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1778764174690-d09d33efd49e8.jpg,https://letterboxd.com/film/batman-robin/,https://www.imdb.com/title/tt0118688/
EH,9,308,308,Almost Famous (2000),46166,0.07320601851851852,105,birria,Yohannes Abraham,49,7,"The Summer of Jason continues
- Jason talks about his launch of the Center for Shared AI Prosperity (CSAIP)
- The Music - Jason hates this era of music. Haitch and Yo both agree that late 60s to mid 70s Rock and R&B will never be touched. 
- Jason brings up his pet theory again - ""An era can often be defined by the pathology of its most popular narcotic""
- Francis McDormand as the Mom in this is an interesting 3-dimensional person. Great performance. ""It's not too late for you to become a person of Substance, Russell""
- Kate Hudson as Penny Lane - Haitch: ""Instantly iconic in this role.""
- Discussion of how some sexualization of teens in this movie (and many from pre-2000 cinema) are tough in a more modern light
- Tiny Dancer scene - Crowe calls it the ""Soul of the movie"" and it works
- Letters - Mr Java, Truthsayer, Kev, Corey",N/A,N/A,What would an Escape Hatch magazine look like?,William (by a young Tilda),The Francis McDormand part,The British manager,"Lester Bangs, or the other stewardess",,https://www.patreon.com/posts/almost-famous-158956498,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1779463160534-0112ef719cf7f.jpg,https://letterboxd.com/film/almost-famous/,https://www.imdb.com/title/tt0181875/
EH,9,309,309,Eyes Wide Shut (1999),46170,0.07842592592592593,113,birria,Soman Chainani,51,15,"Opens with talk about Soman's new novel Young World and School for Good and Evil (about trying to correct how Disney perverted the moral lessons of fairy tales)
- Soman talks about how the cynicism of teenagers has drastically changed, compounded with anxiety and depression. Jason proposes that the kids may reject technology and modernity. Soman message to kids - you are going to lose to the Phone, You have to put yourself in charge. 
- Summer of Jason continues with Jason's favorite Director Kubrick
- Mandalorian and Grogu - ""A new Star Wars movie has come out, and it's not very good, and we have to talk about it."" The segment goes on for a while. 
- Soman has a long history with this film - The form is really like a bedtime story for Children, but re-framed in adult sexy-times
- Jason loves talking about Kubrick - specifically about how Kubrick is a vampire that sucks up everything from his collaborators
- Great discussion of how Kubrick put Tom and Nicole through hell during the making. The film ended up being a primary cause of the end of their marriage. They have no heat in the film, and discussion of whether that was Tom and Nicole, or did Stanley foster all of this?
- Soman talks about the Scientology representative who was on set during this film
- Letters - Animal Mother, Mr Java (Return of the Mac parody), Truthsayer, Kev, Corey",N/A,N/A,What would be the tenants of a creepy Escape Hatch cult?,Leelee Sobieski's Dad,Red Cloak at the Orgy,Leelee Sobieski's role,Red Cloak Guy at the Orgy,,https://www.patreon.com/posts/eyes-wide-shut-159483705,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1779987893412-9760c7f28aa9f.jpg,https://letterboxd.com/film/eyes-wide-shut/,https://www.imdb.com/title/tt0120663/
EH,9,310,310,The Secret of NIMH (1982),46178,0.08795138888888888,127,birria,Paul Dini,42,11,"Summer of Jason continues
- Paul has great insight into what it takes to create an iconic rendering of a classic superhero in Batman the Animated Series, and what it was like in the Animation heyday. He Man, Lucas Film and Star Wars, Tiny Tunes, Animaniacs, Harley Quinn, etc.
- Paul has a lot to say about the current state of Star Wars
- Secret if Nimh - Good discussion of Don Bluth moving from Disney to make this movie. 
- This is a formative film for Jason 
- Fusion of Lighting, Animation, tech and score (Paul Williams) are groundbreaking in this movie
- Letters - Silly Oswald (he was a NIMH Lab Rat, for real), Animal Mother, Mr Java (Danger Zone parody), Truthsayer, Kev, Corey
",N/A,N/A,What were some of the science experiments you did in School?,N/A,The Owl or Nicodemus,The Owl,N/A,,https://www.patreon.com/posts/secret-of-nimh-160253569,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1780676556290-92eb1d0dae9ee.jpg,https://letterboxd.com/film/the-secret-of-nimh/,https://www.imdb.com/title/tt0084649/
EH,9,311,311,Minority Report (2002),46187,0.07030092592592592,101,birria,Peter Kafka,35,10,"Summer of Jason continues
- Talk about ""Clippers"" that can clip viral videos of your podcast. Birria wonders if there are any tools to count MMMs
- Jason going to Chicago for the opening of the Obama Center, Haitch gave him a mission to recruit some pod guests
- Peter submitting a cry for help in realizing this is his 14th episode
- Minority Report - Jason doesn't like the blown out look of the cinematography, but he liked a lot of the future-tech
- Peter talked to the writer of MR Scott Frank, and got him to submit a letter about the writing and production of the film. Very cool
- Talk about Phillip K Dick and film adaptations of his work
- Haitch talks about Shut Up And Eat - new food/restaurant podcast that he is producing and editing
- Letters - Animal Mother, Truthsayer, Kev, Corey",N/A,N/A,Are you guys into horoscopes or superstitious things?,Max Von Sydow's part,All of the Pre-Cogs,Colin Farrell's part,Mrs Van Eyck,,https://www.patreon.com/EscapeHatch/posts/minority-report-160844972,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1781216594989-902c399653988.jpg,https://letterboxd.com/film/minority-report/,https://www.imdb.com/title/tt0181689/
EH,9,312,312,Fargo (1996),46197,0.07282407407407407,105,birria,Rob Flaherty,42,14,"Summer of Jason returns after a week off with our next Coen Brothers movie!
- World Cup talk - Erling Haaland is a giant threatening Viking 
- Jason talks about being at the opening of the Obama Center in Southside Chicago. Michelle's speech made him cry a lot. The campus is amazing - the best playground he has ever seen, and he saw Eddie Vedder going down the slide. He saw Bruce Springsteen, Tom Hanks and Stephen Spielberg at breakfast like 7 times at the hotel. Story about Tommy Vitor telling a woman that Jason was Jon Lovett. 
- Talk with Rob about the Political landscape and AI
- Talk about the House of the Dragon season 3 premiere
- Marge in this movie is a revelation, the spine of the movie, and Frances McDormand is absolutely incredible
- Jerry is an embodiment of pure desperation. William H Macy really pulls it off. 
- This movie's Crime Story clearly mirrors No Country for Old Men
- Peter Stormare and Steve Buscemi are amazingly funny
- Roger Deakins was cinematographer for this film, and you can tell. The White Snow Backdrop is iconic
- Jason brings up the great Fargo TV show
- No Truthsayer Segment
- Letters - Bog Pod, Animal Mother, Mr Java (no song), Kev, Corey",N/A,N/A,What are your favorite cars that you have ever owned?,Gaear Grimsrud,Mike Yanagita,Swap Wade for a wealthy Mother In Law,Norma,,https://www.patreon.com/EscapeHatch/posts/fargo-1996-162020496,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1782362490480-a2965a9c66a32.jpg,https://letterboxd.com/film/fargo/,https://www.imdb.com/title/tt0116282/
EH,9,313,313,Eternal Sunshine of the Spotless Mind (2004),46208,0.07550925925925926,109,birria,Liz Tingue / Lucy Keating,56,6,"Summer of Jason continues
- Starts with a good discussion of Romance genre in literature and media
- Talk about Toy Story 5 and Supergirl at the box office
- Eternal Sunshine is a great episode to have Liz and Lucy as guests - good discussions of light-sci-fi, dreamlike feeling, jumbled timeline, the nature of memory
- Charlie Kaufman and Michel Gondry are a perfect combo for this film
- Jim Carey turns in a spectacular performance - Gondry totally forbade him from improvising
- Kate Winslet just beautiful and full of life in this film
- Letters - Animal Mother, Mr Java (Don't Go Breakin My Heart parody), Truthsayer, Kev, Corey",Haitch trained for a half-marathon while listening to the Muller Report,N/A,What's a piece of media you would erase from your brain so you could re-experience it for the first time?,Elijah Wood's character,The Doctor's aggrieved wife,Both say The Doctor,Michel Gondry,,https://www.patreon.com/EscapeHatch/posts/eternal-sunshine-162895486,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1783181472900-039b85575153c.jpg,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,https://www.imdb.com/title/tt0338013/
EH,9,314,314,Star Trek VI: The Undiscovered Country (1991),46215,0.07131944444444445,103,birria,Jonesy Loves Beer,46,10,"Summer of Jason continues with Jason's favorite Star Trek movie
- World Cup talk - Trump cursed the USMNT
- Guys try to turn Jonesy into an informed voter
- Blade Talk - Spirit of the Bear made Jonesy a sheath for his machete. Jason talks about his Atradies Tanto blade
- Dune 3 Trailer coming this week
- Jason opens Trek talk about the historical context of when the movie came out, right after the collapse of the Soviet Union (the end of the great enemy of the United States)
- Jonesy thought this film was written by a Freemason, then talks about being a Freemason. 
- Jason had the hots for Azetbur, and he and Jonesy think Iman is incredibly hot in this movie
- Haitch wants to talk about Section 31, to which Jonesy replies ""Whatever the opposite of a boner is, that's what Section 31 gives me.""
- Mind Meld scene - Talk about how it plays as a rape/torture
- Haitch calls out another instance of Bisexual Lighting in the credits
- Griffin makes an appearance in the episode post-credits scene
- Letters - Bog Pod, Lizzen, Mr Java, Kev, Corey, Truthsayer",N/A,N/A,What are your retirement goals?,Lt. Valeris,The Shapeshifter,General Chang,The Shapeshifter,,https://www.patreon.com/EscapeHatch/posts/star-trek-vi-163435869,https://d3t3ozftmdmh3i.cloudfront.net/staging/podcast_uploaded_episode400/5864738/5864738-1783690654572-ed8eaa8384f5c.jpg,https://letterboxd.com/film/star-trek-vi-the-undiscovered-country/,https://www.imdb.com/title/tt0102975/
